0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0041705326250569,0.0224297645942812,0.0220199917828733,0.0255061895808342,0.0270881334055215,0.0284650562264288,0.0304136416866044,0.0333935117782049,0.0354749185583461,0.0371811557771829,0.0392196851194499,0.0401651225827574,0.0408273384694362,0.0415138456296336,0.0382010375506707,0.0313908999968719,0.0212404620900772,-0.0131928570655605,-0.0870166650456929,-0.1681099362632559,-0.1849682425812657,-0.1412548629355223,-0.1036931375276734,-0.0798070831098806,-0.0587599153248459,-0.037240911131701,-0.0228268827003532,-0.0128567295219387,-0.0029972920015867,0.0044563838106388,0.0087674198394463,0.0128382086550315,0.0174125094981109,0.0218800890645403,0.0234661513155861,0.0252457583442113,0.0275727389113194,0.0294527821171543,0.0308394611025186,0.0312415078194636,0.0302990115031089,0.0288755682219988,0.0279669552247899,0.0266652915881543,0.025378268184893,0.0225442057041931,0.019637276329591,0.0176968094870399,0.0150491934594259,0.0128240172150576
0.0041487151540456,0.0120210206232525,0.0121472311513618,0.0165322956746826,0.0181681985002518,0.0190364598117651,0.0209442010619628,0.0241978788223278,0.0279431972569454,0.0328561487426327,0.0371473278933144,0.0411295149932138,0.0513808106510388,0.0662627978909734,0.0782215377465603,0.1034115867150745,0.141771427821585,0.1055427838799098,-0.0630091131169183,-0.2602256224007327,-0.3040194987972865,-0.208821877244789,-0.1322562923536711,-0.093883671684794,-0.0601880905079899,-0.0289647584530379,-0.0150241764513418,-0.009384486234675,-0.0014883209911198,0.0045922564584666,0.0083089359270173,0.014227090947076,0.0200425238171571,0.0232034790510852,0.0225643042375091,0.0228031773018513,0.0244932850754915,0.026148770914703,0.0271304054779399,0.028070726053698,0.0268217230257666,0.0245999940146223,0.0238948910302263,0.0228539317333105,0.0234376327743667,0.0213082339639619,0.017869793479202,0.01564926316218,0.0131652984989311,0.0118566480327882
0.002966895805378,0.0123849785264052,0.0126371312955493,0.0155236834393539,0.0190379586292075,0.0222731871738516,0.0270694654739531,0.0336639143920284,0.0398693385307446,0.046402134370329,0.051279358379859,0.0543911578616723,0.0611602162143175,0.0730243356054967,0.0840457738514153,0.0912325572604309,0.0935310141671572,0.0572257463255813,-0.0438524455014199,-0.1728717844119022,-0.2333598914806882,-0.201153517831729,-0.1508066723390816,-0.1123389741946673,-0.0802932416109541,-0.0524913952876087,-0.032891916605104,-0.0199992530878745,-0.0091154621252697,-0.0003161429567665,0.0047762274009197,0.0098233918405219,0.014583800367265,0.0181515303825764,0.0196092198054455,0.0213270643518494,0.0233967793961663,0.0247702694699054,0.0264767109913452,0.0278985021670891,0.0269364286458282,0.0256574268865711,0.0248899939737171,0.0241474186442349,0.0232297953531182,0.0210322520507379,0.0191244593002377,0.0172785975415314,0.015031731837665,0.0142788669257318
0.0,0.0110530222713727,0.0067874496983366,0.0077499298049936,0.0068398747533278,0.0075946222149339,0.0089534154062563,0.0095033952709164,0.0121996180384542,0.0198003694467104,0.0226315375388592,0.0165011263960346,0.0185076426002583,0.0273841514439435,0.0257638116718189,0.0447984943330481,0.1288176333830359,0.184418578954402,0.0732856998039451,-0.1456754804100119,-0.273808067240114,-0.2503268285115205,-0.1819117663488227,-0.1290454462334233,-0.0796399820669221,-0.0369855672176795,-0.0142917542337705,0.0019314387265474,0.0212964648413933,0.0343902253038241,0.043190146020618,0.0503181437609416,0.0527503719300384,0.0511723905834249,0.046794515099865,0.0422252970779326,0.0357184413081794,0.0299826989618107,0.0261830101669943,0.0211028538772763,0.0154684219243592,0.0112657273866982,0.010970357704342,0.0094713752293561,0.0079379856646649,0.0082326238555574,0.0081608206758584,0.0052624234100517,-0.0002192366139609,-0.0024046381949155
0.0,0.0056952397556947,0.0328649264058083,0.0300998469776671,0.0323790493553598,0.0327088913944141,0.0341367455479112,0.0360133665273112,0.038055787854467,0.0373946213708134,0.035339371081275,0.0342966904627919,0.0315294617475,0.025633748963671,0.0180070585448142,0.0040534326465493,-0.0225981424377632,-0.0555212853897639,-0.0913748760773579,-0.1374882738003456,-0.1885671562750204,-0.1878671225661548,-0.1285226573874509,-0.0785038513030993,-0.0495454327461211,-0.0302219383532927,-0.0115615105734012,0.0018998108293251,0.011196021542139,0.0192414843905827,0.0260536840962416,0.0287627105309174,0.0294803294031492,0.030802978737099,0.0332161093774183,0.0352868946605646,0.0367232778570037,0.036531317752921,0.0355630641252412,0.0342594358007141,0.0318224375846288,0.0300112920329538,0.0276940370354609,0.0251508962467675,0.0236475930403948,0.0209414248304439,0.0177962400297918,0.0155070495284823,0.013876452804787,0.0115991519534253
0.0,0.0198628404890904,0.0182189679424736,0.0196416275658512,0.0201453746209552,0.0214311511689785,0.0232414158168251,0.0258743422631041,0.0271407625206348,0.0274911717815491,0.0282416799839494,0.0313845835736454,0.0352432986918128,0.0376377994290768,0.0336086012938121,0.0266935637245436,0.0149630054063834,-0.0153412892897415,-0.0741316594851689,-0.1377748049040729,-0.1645931754213176,-0.149169287036372,-0.1159227843057135,-0.0844974175510194,-0.0581546158297457,-0.0341758106082772,-0.0161694815122264,-0.0041202935914671,0.0047913545748737,0.0116658974332457,0.0172016535884992,0.0213457161856809,0.0233470607484124,0.024434540513067,0.0272697542880277,0.0291041616271795,0.0284399400092583,0.028986508331736,0.0289823182257171,0.0281949902739505,0.0281850969430962,0.0278836649482972,0.0253199745246682,0.0230746909354668,0.0199606892919163,0.0186697769329591,0.0169603789568566,0.0138956338302592,0.0122405701312446,0.0108394533253117
0.0051515546087074,0.0244113876388639,0.0210557246647945,0.0226888868229197,0.0223520078931379,0.0227691308163873,0.0237904749454342,0.0248505151850796,0.0234811658268863,0.0213565038617313,0.0199969095625913,0.0178539207920152,0.0157057052452009,0.0140156378850019,0.0071689246925372,-0.0034414572130228,-0.0091765870064185,-0.0380523579436074,-0.1211838593812277,-0.2221046526433132,-0.2289208683344413,-0.1363368481458493,-0.0614806026555866,-0.0251516600176247,-0.00237382149948,0.0167384881771681,0.0255283566807462,0.028608268215382,0.0319499950543647,0.0353069624745012,0.0354484440442275,0.034707121606577,0.0342584641760437,0.0338943040968506,0.0341748814819071,0.0336769309247149,0.0313438107738595,0.0287387227538811,0.0251364412807659,0.0215500906320933,0.0193691562451521,0.0167408953940841,0.0142759367135853,0.0129790852111607,0.0112071994707068,0.0090993162251275,0.0074205982944748,0.0060369492575361,0.0047184216559244,0.0028007999596459
0.0318210296364501,0.02928177156742,0.0327067897266177,0.0348353532357952,0.0365836688697417,0.0423860369156187,0.0461658280776682,0.0467609744291027,0.0490552427712856,0.0535312887849488,0.0558365142840105,0.0590286800302621,0.0623927936738434,0.070075165375061,0.0725918271293457,0.0506747202828953,-0.0015746845404375,-0.0694431514199877,-0.1363742175027515,-0.1922912842485065,-0.2210438020609382,-0.2080296945544871,-0.1607936387452045,-0.1176514341615612,-0.0857761601542488,-0.0587970284543145,-0.0387623638161774,-0.0246507372877195,-0.0140616976189452,-0.0034684391838365,0.0056585374161197,0.0135572354820379,0.0224741777264895,0.027985334791109,0.034319895782268,0.0390002305517434,0.0410443087469616,0.040791817601612,0.0430432182782778,0.0436864885955214,0.0411946163818958,0.0402555658473879,0.0384939982297425,0.0390145130156737,0.0383239781330033,0.0352375882612003,0.0320376514206667,0.0282425209583869,0.0250928776223969,0.0217626964292161
0.0,0.0271037161070758,0.0242658703022765,0.0276414060964781,0.029091841791709,0.0318011140073388,0.0350955910767721,0.0369144269075098,0.0376784094030951,0.0400154321416827,0.0427624101233251,0.0433697176385571,0.0441365726314905,0.0472498516358381,0.04495384638119,0.0318081869309017,0.0122881050335729,-0.0250495248017292,-0.1017596955802417,-0.1884259638508007,-0.225293344004061,-0.1966869865545059,-0.1417170391053356,-0.0945483940290554,-0.059912442964016,-0.0347887907991514,-0.0159207582157747,-0.0029041117157532,0.0080618511613446,0.016663244607939,0.0201288492136409,0.0195543207874441,0.0177299449796333,0.0197013889907567,0.0232606334147018,0.0291181510056701,0.0342629758230917,0.0367448720535583,0.037595472115464,0.0373393951443975,0.0353271117520303,0.0331960696586395,0.0315848319191017,0.0305478221407444,0.0299712233050487,0.0262404346661457,0.0228771508191437,0.0196799627182707,0.0168121779878694,0.0137165148456034
0.011861216140771,0.0106118623972715,0.0121946893321195,0.0111811496717654,0.0113274155628683,0.0124028782916323,0.0140316961458189,0.0162305092063277,0.0183487815440332,0.021368149786252,0.0229618034703264,0.0250767569364961,0.0294587250233138,0.0357942513610103,0.0536066350955462,0.0824768920283196,0.0819181293046027,0.0024893209173038,-0.1356463782289014,-0.2338525890105968,-0.233992303179774,-0.1714281545398487,-0.0934196971428864,-0.0316102632771898,0.0055990087118916,0.0226818915785288,0.0292649202302329,0.032038566377927,0.0318746180961245,0.0298043346683469,0.0286276057959477,0.0270452513916537,0.0242486597635925,0.0205957855678417,0.0184612798951722,0.0182265426809909,0.0192366765015008,0.0198190531084487,0.0194098248728237,0.0181529626779621,0.015487715327314,0.0123292737137974,0.0106044260995123,0.0101143996945975,0.0096192335611093,0.0084500323174669,0.0058567736834425,0.0026840921387769,0.0016375554501759,0.0013053653350339
