0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.002935995302407516,0.30005871990604815,0.15325895478567234,0.09688784497944804,0.08631826189078097,0.04873752201996477,0.05284791544333529,0.041103934233705224,0.038755137991779216,0.02759835584263065,0.022313564298297124,0.01644157369348209,0.018790369935408103,0.014679976512037582,0.008807985907222548,0.007633587786259542,0.010569583088667059,0.007046388725778039,0.011156782149148562,0.004697592483852026,0.007046388725778039,0.004110393423370522,0.004697592483852026,0.002348796241926013,0.002348796241926013,0.0017615971814445098,0.0017615971814445098,0.0005871990604815032,0.0005871990604815032,0.0005871990604815032,0.0005871990604815032,0.0005871990604815032,0.0011743981209630064,0.0,0.0005871990604815032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005871990604815032
0.02443609022556391,0.2650375939849624,0.10150375939849623,0.07894736842105263,0.08270676691729323,0.06766917293233082,0.041353383458646614,0.03195488721804511,0.03007518796992481,0.03759398496240601,0.02443609022556391,0.020676691729323307,0.03383458646616541,0.03383458646616541,0.016917293233082706,0.011278195488721804,0.009398496240601503,0.009398496240601503,0.007518796992481203,0.005639097744360902,0.005639097744360902,0.0037593984962406013,0.007518796992481203,0.007518796992481203,0.0037593984962406013,0.005639097744360902,0.0,0.0018796992481203006,0.0018796992481203006,0.0018796992481203006,0.0018796992481203006,0.0018796992481203006,0.0018796992481203006,0.0018796992481203006,0.0018796992481203006,0.0037593984962406013,0.0037593984962406013,0.005639097744360902,0.0018796992481203006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018796992481203006
0.016203703703703703,0.24189814814814814,0.12037037037037036,0.09722222222222222,0.07407407407407407,0.059027777777777776,0.05092592592592592,0.047453703703703706,0.041666666666666664,0.04050925925925926,0.01273148148148148,0.02199074074074074,0.024305555555555556,0.024305555555555556,0.016203703703703703,0.017361111111111112,0.009259259259259259,0.019675925925925927,0.004629629629629629,0.008101851851851851,0.005787037037037037,0.008101851851851851,0.005787037037037037,0.005787037037037037,0.0023148148148148147,0.005787037037037037,0.004629629629629629,0.0011574074074074073,0.004629629629629629,0.0011574074074074073,0.0,0.0011574074074074073,0.0,0.0011574074074074073,0.0,0.0,0.0011574074074074073,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0011574074074074073
0.026622296173044926,0.30615640599001664,0.10316139767054909,0.06655574043261231,0.0632279534109817,0.051580698835274545,0.03161397670549085,0.04159733777038269,0.03993344425956739,0.018302828618968387,0.03161397670549085,0.016638935108153077,0.02329450915141431,0.019966722129783693,0.016638935108153077,0.014975041597337771,0.014975041597337771,0.016638935108153077,0.011647254575707155,0.008319467554076539,0.0016638935108153079,0.0033277870216306157,0.009983361064891847,0.008319467554076539,0.004991680532445923,0.0033277870216306157,0.0033277870216306157,0.004991680532445923,0.008319467554076539,0.0033277870216306157,0.0066555740432612314,0.0,0.0,0.0016638935108153079,0.0033277870216306157,0.0016638935108153079,0.0033277870216306157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033277870216306157,0.0016638935108153079,0.0,0.0016638935108153079,0.0,0.0016638935108153079
0.006491027109583811,0.27147766323024053,0.15807560137457044,0.09965635738831616,0.056128293241695305,0.051928216876670485,0.051928216876670485,0.038182512409316534,0.043146239022527684,0.027109583810614738,0.021764032073310423,0.024818633066055747,0.022909507445589918,0.014509354715540282,0.017563955708285606,0.011836578846888126,0.008781977854142803,0.007254677357770141,0.008781977854142803,0.007254677357770141,0.0057273768613974796,0.005345551737304314,0.0038182512409316535,0.002672775868652157,0.0057273768613974796,0.0019091256204658267,0.002290950744558992,0.001145475372279496,0.003436426116838488,0.002672775868652157,0.001145475372279496,0.0019091256204658267,0.0,0.002672775868652157,0.0015273004963726614,0.0,0.001145475372279496,0.00038182512409316535,0.00038182512409316535,0.001145475372279496,0.00038182512409316535,0.0007636502481863307,0.001145475372279496,0.001145475372279496,0.00038182512409316535,0.0,0.0,0.0007636502481863307,0.0,0.00038182512409316535,0.00038182512409316535
0.125,0.125,0.05,0.01875,0.01875,0.04375,0.05625,0.025,0.05,0.04375,0.04375,0.04375,0.00625,0.025,0.01875,0.01875,0.0625,0.0375,0.01875,0.0,0.00625,0.0125,0.025,0.00625,0.00625,0.0,0.01875,0.0125,0.0,0.00625,0.01875,0.0,0.01875,0.0,0.00625,0.00625,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.00625,0.0,0.00625
0.011950027159152634,0.33188484519282996,0.1412275936990766,0.09614340032590983,0.058120586637696904,0.047256925583921784,0.047256925583921784,0.031504617055947856,0.024986420423682782,0.026615969581749048,0.023900054318305268,0.018468223791417708,0.016295491580662683,0.017381857686040194,0.013579576317218903,0.00977729494839761,0.009234111895708854,0.0076045627376425855,0.00977729494839761,0.0027159152634437804,0.0076045627376425855,0.009234111895708854,0.0043454644215100485,0.0021727322107550242,0.0043454644215100485,0.004888647474198805,0.0016295491580662683,0.0021727322107550242,0.0021727322107550242,0.0021727322107550242,0.0010863661053775121,0.0021727322107550242,0.0027159152634437804,0.0016295491580662683,0.0005431830526887561,0.0010863661053775121,0.0,0.0005431830526887561,0.0010863661053775121,0.0005431830526887561,0.0010863661053775121,0.0,0.0,0.0005431830526887561,0.0,0.0,0.0,0.0,0.0,0.0,0.0005431830526887561
0.03305785123966942,0.3333333333333333,0.13774104683195593,0.09366391184573003,0.06887052341597796,0.06198347107438017,0.046831955922865015,0.0440771349862259,0.03581267217630854,0.02066115702479339,0.023415977961432508,0.01790633608815427,0.011019283746556474,0.013774104683195593,0.013774104683195593,0.0027548209366391185,0.01652892561983471,0.005509641873278237,0.0027548209366391185,0.0027548209366391185,0.0,0.0027548209366391185,0.0027548209366391185,0.0013774104683195593,0.0013774104683195593,0.0013774104683195593,0.0,0.0013774104683195593,0.0,0.0013774104683195593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013774104683195593
0.020177562550443905,0.36561743341404357,0.14527845036319612,0.08716707021791767,0.052461662631154156,0.04923325262308313,0.03389830508474576,0.025020177562550445,0.01694915254237288,0.0258272800645682,0.022598870056497175,0.014527845036319613,0.01937046004842615,0.011299435028248588,0.01694915254237288,0.0129136400322841,0.009685230024213076,0.011299435028248588,0.00887812752219532,0.012106537530266344,0.007263922518159807,0.004035512510088781,0.00645682001614205,0.003228410008071025,0.002421307506053269,0.0016142050040355124,0.0016142050040355124,0.0016142050040355124,0.002421307506053269,0.0016142050040355124,0.002421307506053269,0.0016142050040355124,0.0,0.0008071025020177562,0.0,0.0,0.0008071025020177562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008071025020177562
0.07602339181286549,0.21637426900584794,0.07602339181286549,0.05847953216374269,0.05263157894736842,0.038011695906432746,0.05555555555555555,0.05263157894736842,0.043859649122807015,0.029239766081871343,0.008771929824561403,0.029239766081871343,0.023391812865497075,0.008771929824561403,0.023391812865497075,0.02631578947368421,0.029239766081871343,0.017543859649122806,0.017543859649122806,0.011695906432748537,0.011695906432748537,0.008771929824561403,0.02631578947368421,0.017543859649122806,0.011695906432748537,0.005847953216374269,0.0,0.005847953216374269,0.0029239766081871343,0.0,0.0,0.0,0.0,0.0029239766081871343,0.0,0.0,0.0,0.0029239766081871343,0.0,0.0,0.0,0.0029239766081871343,0.0,0.0,0.0,0.0,0.0029239766081871343,0.0,0.0,0.0,0.0029239766081871343
