1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.0140635881618411,0.0297129148655461,0.0213046566597023,-0.0208516050450474,-0.10841896796162,-0.281366587993376,-0.565213092300144,-0.866775732503869,-1.0,-0.874336009614455,-0.586085074826456,-0.282267596852373,-0.031665332288987,0.165452990829554,0.314949256019319,0.414183537426537,0.46597695839462,0.481832259752677,0.473713222843383,0.451540554950596,0.421468255415517,0.387381360509479,0.351431662785101,0.31556150670633,0.282517799903554,0.253857567195031,0.229428556377022,0.208504240773834,0.190420383965005,0.173631886590053,0.15679094035708,0.140592463689585,0.125800149010331,0.111581182553865,0.0979285016704319,0.0848871452248668,0.0717909085172657,0.0584067241056915,0.0451509409822982,0.0327549486308008
-0.0322078149120611,-0.0501679783879354,-0.0722340053568368,-0.106016050718424,-0.174967179480414,-0.328719356519904,-0.592928662374163,-0.87600646844613,-1.0,-0.887928233563359,-0.65153555501313,-0.434079409164681,-0.27650339420248,-0.148693446451426,-0.0294242555184655,0.0789832400944707,0.171329709332243,0.246932353445662,0.305151254766399,0.347062151178902,0.378827548785478,0.403612813526674,0.420164086105212,0.428652066208392,0.433355790925046,0.434980736499058,0.432879563536569,0.426381018194775,0.417730584766004,0.407479944848334,0.394900120067029,0.379563948885754,0.36175593078334,0.3408938726234,0.317204961670913,0.291435905978284,0.263725244422162,0.235714002981886,0.205297297832197,0.168842194323866
-0.0485640059635934,-0.0394894640205452,-0.0343995786203387,-0.054685914432551,-0.125785399908939,-0.278323051788631,-0.541263960433166,-0.849826359440421,-1.0,-0.839082963584582,-0.432742032918798,0.0431199950005803,0.463524769446404,0.776276563137014,0.957134737337031,1.00098083853362,0.938637479578263,0.824565601016549,0.70497352985814,0.5970152273992,0.501658438455061,0.417262282056546,0.343786286710768,0.279246754096994,0.223159216638545,0.175187403843006,0.134487961218787,0.100059814485819,0.070234704900324,0.0448632450400101,0.0226080901323953,0.0025407765170114,-0.0153619073976532,-0.0299429530500925,-0.0419665574531527,-0.0526010373795899,-0.0625379792226499,-0.0701156710976998,-0.0753852975398689,-0.0788301357878105
-0.0700040552006728,-0.0845077762680104,-0.10170790720702,-0.140731749289797,-0.220764147465989,-0.369921159733106,-0.609009711309884,-0.875034675494376,-1.0,-0.866975303447899,-0.546017841797233,-0.181006352061991,0.135883965888543,0.37494483135631,0.528028928183862,0.59746731817691,0.602227157467187,0.572896710727391,0.534014556378961,0.494894627211971,0.454748140552063,0.416145018753268,0.380612883595113,0.348537169144211,0.321876531896842,0.298106107284216,0.275328039676909,0.253491842640842,0.231150238399113,0.210145710363128,0.190471201289413,0.170863464596253,0.15169219126867,0.133896537553493,0.116734950021145,0.101156899351222,0.0865332051448392,0.0693564173957796,0.0497774525413949,0.0265254638916138
-0.0292570164551151,-0.024602101788129,-0.0249727039735597,-0.0480355721391273,-0.120395146753503,-0.276843967383227,-0.545256469235056,-0.853757802197899,-1.0,-0.844382641971826,-0.462301712472718,-0.0276445366244036,0.342187500369185,0.604457126277171,0.7488788013896,0.783520477395159,0.739652378221679,0.659405368379985,0.572865918562978,0.492025260018133,0.418345599710418,0.351750737955546,0.292357632408469,0.239445044196998,0.192587082062451,0.152173014159437,0.118010746400126,0.0890292301988916,0.0637292810695643,0.041618377331858,0.0219658289899513,0.0047992805804691,-0.0091401816647729,-0.0208329936835779,-0.0306804738131812,-0.0392535880600173,-0.0472758199381377,-0.0547406718000448,-0.0612802586583512,-0.0665660358277916
-0.0591040798629471,-0.0915351832660055,-0.12345339565576,-0.163289693534401,-0.226681965271462,-0.365019775385462,-0.607035595693833,-0.877731012457437,-1.0,-0.889152090691823,-0.642620714451897,-0.403507751528098,-0.225576870201561,-0.0853329032803876,0.0334674605021045,0.129039677671792,0.200053932869441,0.251255789852161,0.288318774983609,0.320797466212644,0.354241132801761,0.386902244030372,0.413649245997336,0.434022123051544,0.446524502442843,0.455759184450414,0.465673314862208,0.469829318330832,0.469189526448257,0.46171295023371,0.446891986210106,0.426318182779553,0.409786700788901,0.38987648315391,0.36757101161143,0.334701042702143,0.302539603646285,0.265830883441551,0.223847845857745,0.156051056449737
-0.0708266145421865,-0.117306986512858,-0.184444541483619,-0.269995926254836,-0.370026037536599,-0.504041650025269,-0.698449365901556,-0.906315946813957,-1.0,-0.913882646267457,-0.732429280388247,-0.567108310200702,-0.434171162741269,-0.294553324047215,-0.132921527445788,0.0364113919381805,0.198164386163677,0.347089244662887,0.482415456106103,0.599237652122684,0.690390236967,0.751276366041447,0.780883816856363,0.780856909387614,0.758161143585666,0.720408824783235,0.673555054676321,0.621147286581299,0.566615196631458,0.511367436421697,0.456973532285935,0.404732909738321,0.355781041157137,0.310453129754767,0.267903414500773,0.226473893655527,0.186625870687493,0.149609402746545,0.116258165305122,0.0846360747749433
-0.0741295742469796,-0.114552445019132,-0.175913395050466,-0.258643175021222,-0.363455471908658,-0.508806458351515,-0.708822323938263,-0.910964178149381,-1.0,-0.920242902133126,-0.745936691020343,-0.577353197047944,-0.435737763005154,-0.290728679956742,-0.129247151466112,0.0366812365638312,0.194939406679941,0.341622573556828,0.475544784584995,0.59392030715776,0.692004537557811,0.762527335083837,0.800269450548289,0.805670889557009,0.784703194535895,0.744883216060204,0.69212035634108,0.632849432937486,0.573112590136365,0.515201347517166,0.458139178215492,0.403376461286647,0.352915433778364,0.306880111693731,0.264601496124829,0.224059633452061,0.183845130719214,0.148691221306426,0.117039111315601,0.0871327447200649
-0.0921629334577927,-0.131331046022917,-0.183252992445699,-0.250563336290447,-0.339903590934837,-0.478372565576094,-0.684472772574123,-0.900223386858288,-1.0,-0.907802626250384,-0.71175090880804,-0.519301170851162,-0.361524968617767,-0.217107799300979,-0.0756624708890461,0.0564849288095413,0.17344154710541,0.274999554651396,0.363028227975728,0.437905935249872,0.499659991188033,0.543842135203082,0.569536730571218,0.578911140484322,0.576852561110732,0.569310612241503,0.55454712797656,0.534162988087217,0.508099287798514,0.479803144042362,0.451368526561179,0.422004971277983,0.389521600594747,0.354841651851402,0.320731986836681,0.284955174178806,0.24712714524421,0.210967451549039,0.174215859873141,0.12934134723296
-0.0821452663259216,-0.110852165114288,-0.141572399657526,-0.183110422125938,-0.25128752302623,-0.384696961834833,-0.612657940482058,-0.873873984899983,-1.0,-0.866513374672443,-0.543031808629322,-0.184193627896116,0.108467166541265,0.314020055522403,0.442701009262383,0.505966712502918,0.521207482551956,0.510661469008639,0.491364190644216,0.468951560594661,0.446110188620501,0.422989907376177,0.398510754222556,0.372223231196325,0.348956360428612,0.327445320810523,0.306732091430351,0.285283319928392,0.264932672599435,0.246389097890668,0.228011571491581,0.208123394650131,0.18723957657681,0.168086293230937,0.148041148846743,0.128227564019407,0.109482915185637,0.0850569493812105,0.0531010819085177,0.0116830552888981
-0.0778565126452244,-0.128934086884629,-0.184804136305584,-0.252278238121387,-0.33652060440408,-0.462559462477712,-0.662993515427853,-0.88783726253571,-1.0,-0.892618940380192,-0.653624511806118,-0.405808658847339,-0.198751210844229,-0.023279058719004,0.131989733274925,0.262500231371509,0.361055239176443,0.428302596913813,0.471664702579639,0.497865212213949,0.510686278744055,0.513547573067124,0.512929039900789,0.509629682188097,0.500063241545686,0.486362963282885,0.470023507345275,0.452440815168099,0.433059595130711,0.412182172671016,0.391042529168236,0.364942280520988,0.336025469375669,0.307856759441501,0.281568328633922,0.252036069275715,0.220126853285785,0.190906174225831,0.151974061711409,0.094473614393159
-0.0458014362220781,-0.0507730881738403,-0.0768850044307719,-0.135073337423277,-0.2249794761909,-0.375965063586762,-0.61857278765193,-0.880421027049937,-1.0,-0.88680785861837,-0.626167337950822,-0.350248804877109,-0.120238402195529,0.0657843651548697,0.217663516224924,0.329639047695258,0.403025372466385,0.446682552243098,0.467013719092033,0.469781840059513,0.463085299025231,0.456840726350201,0.445617092406043,0.434606846801989,0.425850515540303,0.422833441509367,0.418604203157554,0.408810567464799,0.392093665626399,0.372758311031288,0.353542987377487,0.334638855053006,0.311908551241357,0.285915184062262,0.257530089237819,0.225523320085474,0.192256966981119,0.157437620957106,0.120022050128478,0.0753646125075206
