0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0.0785273215322779,0.0838786925732771,0.090635493582986,0.0984681223181616,0.105855227203316,0.111595072250953,0.116873300926513,0.121123147665126,0.121711427585778,0.119583869041811,0.117561543216521,0.118651114610764,0.122365097419145,0.124937522023041,0.128892256750683,0.135056479051882,0.130114557362519,0.0881622220322898,-0.0256514698251503,-0.224970519030957,-0.494987938163641,-0.768746516543038,-0.96377990513175,-1.0,-0.873087462048808,-0.627484677869266,-0.342868729563516,-0.0815212208407934,0.124084328827569,0.261290517277457,0.332091388143777,0.35553627556918,0.351570671989262,0.336159854176588,0.313307276130108,0.283153473706129,0.250846565441542,0.220433516332039,0.193321940658157,0.168322208155087,0.143882956361039,0.120783320409873,0.09999007136506,0.0821623458319514,0.0676263511446373,0.0561423024778959
0.0711283526032766,0.0749551240422331,0.0840653843004991,0.0932475936352593,0.0994573842180607,0.103566876997445,0.11392041987677,0.132133560794595,0.151251320883053,0.17019805349732,0.190268013825198,0.210644392520376,0.225165632589714,0.224310506112217,0.217390966391965,0.211242382518425,0.179122336285171,0.0816725255257991,-0.11879274879449,-0.38610232519744,-0.651716215655826,-0.856611835452819,-0.971912287451092,-1.0,-0.931009018648534,-0.760123727201379,-0.516700332164073,-0.246582145952907,-0.0037219506185395,0.188657875284192,0.324931297832804,0.407276207125877,0.444300375379413,0.449841674194507,0.432943242025281,0.399450452823399,0.353149330833941,0.301354387810638,0.25435098854609,0.210311069226224,0.164993439436684,0.124104464915809,0.0938725781856808,0.0773595304744175,0.0640592401473687,0.0428197477872219
0.0499462401180963,0.0556778180136938,0.0621023236849052,0.0625421937879539,0.0588398888656546,0.0557879882423216,0.0546213949318164,0.0558114230683606,0.0594855219186951,0.0641701347006993,0.0677530433556561,0.0685702854498673,0.0681950590335562,0.0706047526182654,0.0699359064260094,0.0671860420839454,0.0954495279515864,0.151209853449352,0.174804110015638,0.0491616023665849,-0.294070431896665,-0.707947886871067,-1.0,-0.998838418078054,-0.764895306288429,-0.455800028481188,-0.188551084613902,-0.0044921803132327,0.130760227205261,0.226869609561823,0.282551175637706,0.305021546193283,0.306038587056135,0.299499158276094,0.288713224906508,0.272132370418776,0.249032776563709,0.220096015398365,0.187760869416723,0.156933649664326,0.131535989325572,0.109389505853343,0.0872790185193904,0.0627632710667985,0.0390449724686859,0.0202812774980513
0.0818098490504437,0.086731168857939,0.0895226396594128,0.0912301526112652,0.0952716896536225,0.103514523917325,0.110415951659708,0.113379235650602,0.114724923125727,0.116651079428423,0.120241084625586,0.123970237601123,0.127451430367294,0.131728695634744,0.134506344791524,0.131988065247067,0.12019135055939,0.0775133059875771,-0.0363964996577301,-0.249433690162605,-0.550441065969859,-0.835074274920658,-1.0,-0.975264657818006,-0.794067730314304,-0.535759224409391,-0.271969000393046,-0.04757112132568,0.123243291460561,0.237725455096471,0.301035065415267,0.327548687490645,0.329678149143737,0.31541197673526,0.290688072224015,0.260890912178168,0.232209645685368,0.208238138191932,0.188977310014251,0.171024489226616,0.150807387814715,0.128740324074409,0.107663985479357,0.091660953447284,0.0789747306994126,0.0662134033541148
0.0725566489865904,0.0797862157029679,0.0847480039864532,0.0873933098474371,0.0908719892928751,0.0981499165711637,0.107360205369665,0.116264765746385,0.123510289474587,0.130237929852307,0.138067817792007,0.14659946793473,0.154260055120979,0.15864430167872,0.158163890564624,0.151618239239687,0.137022255986274,0.0908523565167387,-0.0323849169425637,-0.256388459800865,-0.562507389624326,-0.84283592222558,-1.0,-0.978311803272244,-0.810379368790422,-0.566731560662394,-0.307909523260127,-0.076001207817798,0.107813764896743,0.235957592535689,0.310535332847153,0.344275899622801,0.349086260249935,0.33378318063441,0.307530471569411,0.278403684345876,0.250550725158642,0.225013272038525,0.200208849410269,0.175762081626401,0.151561497297253,0.126474382999529,0.101765717637577,0.0813501868571983,0.0665149446209742,0.0562645149553133
0.0588744323320086,0.0663893676813786,0.0739134528641542,0.0764951784978082,0.0761976265665247,0.0770096592817831,0.0786116755088404,0.0807361520323554,0.0839152314228819,0.0874581898114306,0.0901874644247182,0.0913174143765896,0.0914921122291544,0.093025632172822,0.099034076949578,0.11587105409482,0.15664871068253,0.18802511266661,0.124612409935814,-0.0951462159939565,-0.46372605835104,-0.813389542266546,-1.0,-0.956859676519517,-0.753351240146877,-0.503676011996734,-0.268480344675924,-0.0741795831946529,0.0807635233394805,0.194358400914873,0.265771416314137,0.304470514994206,0.32054112939752,0.322234019233059,0.314474184231426,0.299877824945681,0.278885766925556,0.252257586693689,0.221656558232732,0.189449788411386,0.158258877455458,0.130483428381823,0.106880466185006,0.0862817174466613,0.0669267347404411,0.0475814726362085
0.0760646985232413,0.0826610944641574,0.0898841398129049,0.098436978998487,0.1070687337662,0.114369580315947,0.121204296070647,0.129358086799319,0.140350966952827,0.148897218076504,0.15057754819057,0.152610134163961,0.157615958202024,0.16061630561187,0.157549969335467,0.149583522459413,0.149488339316275,0.124141453698934,-0.0079025388629313,-0.271895742562196,-0.62324146560635,-0.900186591526645,-1.0,-0.921400228185449,-0.735744357646317,-0.526367794815086,-0.318702068473755,-0.128025479908234,0.030944854580015,0.150062523710133,0.227921333094133,0.273410417644759,0.294735387616523,0.297419030006487,0.288786614808735,0.275257954397411,0.257972704338431,0.237656460167181,0.215764154117262,0.194675818830614,0.17613778909921,0.158877378579545,0.141820245860452,0.124837857783276,0.10854108821603,0.0933117738184851
0.0843368344329988,0.082967368110492,0.0865348739122627,0.0927949449085903,0.0990795552487752,0.104452183017027,0.113040554637779,0.126362179636136,0.141883140189184,0.15713420287477,0.170421730964614,0.1818856553078,0.192051759298952,0.199935400438524,0.192024214526175,0.151394397405626,0.0686295928045807,-0.0593947625863145,-0.230516163213928,-0.44590347308991,-0.690362748427274,-0.896957343521623,-1.0,-0.954717100408894,-0.786140354483558,-0.547456550540843,-0.278183239937651,-0.0143636885073515,0.209559182097187,0.362739430874858,0.430483189570721,0.439484928828893,0.416060417595655,0.376062582084989,0.323545185326433,0.261128536076573,0.20258215136678,0.157819644950514,0.129153956519231,0.112227033494929,0.100759319238769,0.0915766133252757,0.0826365041098587,0.0727241917998124,0.0619375644860525,0.0509385805133971
0.0811394713499694,0.0876146306750972,0.0984456941453851,0.115013411786122,0.132493913821015,0.14552233545446,0.155630429671467,0.166257117099448,0.180597911882223,0.193760012864782,0.199624400850844,0.199743376171396,0.19897885532436,0.200869191935232,0.180711611272745,0.111095539554102,-0.0039972295208808,-0.144744821318939,-0.28548747480643,-0.447863728972279,-0.654048123660975,-0.86153995093347,-1.0,-0.991080211563418,-0.841908629763239,-0.602278205107406,-0.325941274714342,-0.0574156732581439,0.171206884444559,0.335766073755673,0.425532171760905,0.458285268109642,0.452125734339437,0.419666070286626,0.37368741319926,0.325077625063626,0.278433445236731,0.231549402953118,0.177668045848381,0.125947392129421,0.088822573847124,0.0656935897167234,0.0485806282944981,0.0258191643925038,0.0027168893239331,-0.0105232936259668
0.14222575806029,0.150529067988545,0.1570556812968,0.160537435318484,0.167884545359571,0.184090035281019,0.197638054641219,0.203820526419767,0.20903640741711,0.218355954562095,0.230174835809302,0.227236273881692,0.215734733359231,0.223317024671641,0.207287601002614,0.097434091181798,-0.153654669413224,-0.488793812402233,-0.748540975233723,-0.882920240120273,-0.920267540754785,-0.952693980456274,-1.0,-0.987663052805554,-0.859235830819203,-0.596340195540944,-0.258240761409781,0.0741570747039197,0.317970370220309,0.44595525975958,0.47210665952216,0.451449046459279,0.423212001192143,0.398489826238923,0.376766998253671,0.353279807976911,0.324937156015449,0.290413826727444,0.250774798902533,0.212658784388032,0.18191947022166,0.15474436731569,0.128493460854628,0.104004271161359,0.0831089353254634,0.066736768860218
